price,min_to_metro,region_of_moscow,total_area,living_area,floor,number_of_floors,construction_year,is_new,is_apartments,ceiling_height,number_of_rooms
216819225.0,9.0,ЦАО,181.8,,14.0,21.0,2023.0,1.0,0.0,3.0,3.0
21930000.0,12.0,ВАО,73.1,41.2,8.0,25.0,2024.0,1.0,0.0,,3.0
68992830.0,5.0,ЦАО,191.7,83.3,7.0,13.0,2022.0,1.0,1.0,3.4,3.0
28800000.0,11.0,ЮАО,70.0,49.2,3.0,20.0,2023.0,1.0,0.0,,3.0
52294482.0,13.0,ЮЗАО,127.8,75.3,2.0,32.0,2021.0,1.0,0.0,3.1,3.0
111960930.0,12.0,ЗАО,117.7,52.5,7.0,12.0,2023.0,1.0,0.0,3.65,3.0
141580000.0,8.0,ЗАО,173.5,81.4,14.0,14.0,2023.0,1.0,0.0,3.0,3.0
17948111.0,6.0,ЗАО,63.7,,13.0,25.0,2021.0,1.0,0.0,2.63,3.0
25169281.0,30.0,,71.7,34.7,4.0,33.0,2024.0,1.0,0.0,2.62,3.0
48066147.0,7.0,ЮАО,86.5,39.2,19.0,22.0,2023.0,1.0,0.0,3.15,3.0
57500000.0,9.0,ЗАО,122.1,82.0,20.0,24.0,2021.0,0.0,0.0,2.95,3.0
58232083.0,27.0,ЮАО,113.5,61.5,8.0,15.0,2023.0,1.0,0.0,3.15,3.0
22499067.0,9.0,ЗАО,65.26,35.7,4.0,30.0,2023.0,1.0,0.0,3.3,3.0
55603297.0,27.0,ЮАО,106.3,74.9,12.0,15.0,2023.0,1.0,0.0,3.15,3.0
20303991.0,22.0,ЮАО,74.7,34.6,26.0,33.0,2023.0,1.0,0.0,2.62,3.0
36885600.0,19.0,СВАО,87.2,65.4,2.0,32.0,2023.0,1.0,0.0,3.0,3.0
39230730.0,17.0,СЗАО,66.6,40.4,38.0,43.0,2023.0,1.0,0.0,3.15,3.0
27990000.0,10.0,САО,82.2,41.1,31.0,32.0,2023.0,1.0,0.0,2.75,3.0
27962000.0,4.0,ЗАО,90.2,49.9,5.0,12.0,2022.0,1.0,1.0,3.0,3.0
33132600.0,12.0,СВАО,69.9,52.4,11.0,37.0,2024.0,1.0,0.0,3.0,3.0
31200000.0,12.0,,76.2,43.0,3.0,29.0,2024.0,1.0,0.0,3.15,3.0
23140963.0,4.0,ВАО,60.37,37.9,6.0,29.0,2023.0,1.0,0.0,3.0,3.0
21000000.0,16.0,ВАО,71.2,40.3,3.0,25.0,2021.0,1.0,0.0,,3.0
23647219.0,5.0,СВАО,91.9,,2.0,33.0,2023.0,1.0,0.0,2.63,3.0
48759256.0,6.0,ЗАО,83.8,34.1,25.0,28.0,2022.0,1.0,0.0,3.12,3.0
38324000.0,,СЗАО,87.1,,47.0,47.0,2023.0,1.0,0.0,03.05,3.0
43076039.0,4.0,ЮАО,99.9,,3.0,24.0,2023.0,1.0,0.0,3.15,3.0
35417235.0,2.0,ВАО,86.6,67.1,19.0,20.0,2024.0,1.0,0.0,,3.0
28827070.0,8.0,САО,69.4,42.8,7.0,35.0,2023.0,1.0,0.0,3.1,3.0
34420000.0,14.0,ЗАО,79.3,,26.0,27.0,2022.0,1.0,0.0,,3.0
47992104.0,19.0,,99.5,,2.0,6.0,2023.0,1.0,0.0,3.15,3.0
46000000.0,7.0,ЗАО,75.0,47.0,9.0,25.0,,0.0,0.0,,3.0
46860800.0,19.0,СВАО,104.6,78.5,2.0,32.0,2023.0,1.0,0.0,3.0,3.0
39134583.0,16.0,САО,74.7,43.1,16.0,26.0,2022.0,1.0,0.0,3.0,3.0
25655724.0,27.0,ЮАО,74.4,46.3,2.0,33.0,2023.0,1.0,0.0,2.68,3.0
18973473.0,4.0,ЮЗАО,87.3,,2.0,21.0,2023.0,1.0,0.0,2.99,3.0
37000000.0,18.0,ЗАО,74.3,47.8,15.0,20.0,2024.0,1.0,0.0,3.2,3.0
65781840.0,17.0,СЗАО,81.6,47.1,12.0,43.0,2023.0,1.0,0.0,3.15,3.0
29229156.0,30.0,ЗАО,76.3,34.5,26.0,33.0,2023.0,1.0,0.0,2.62,3.0
49760000.0,27.0,ЗАО,91.8,40.9,7.0,14.0,2023.0,1.0,0.0,3.0,3.0
35320672.0,6.0,ЗАО,62.6,30.1,20.0,28.0,2022.0,1.0,0.0,3.12,3.0
76000000.0,8.0,ЮЗАО,95.0,,16.0,25.0,2024.0,1.0,0.0,3.17,3.0
33996062.0,9.0,ЗАО,101.97,77.1,17.0,30.0,2023.0,1.0,0.0,3.3,3.0
47676600.0,13.0,ЮЗАО,121.5,52.3,3.0,32.0,2021.0,1.0,0.0,3.1,3.0
102000000.0,12.0,ЗАО,136.5,,8.0,12.0,2023.0,1.0,0.0,,3.0
25583515.0,4.0,ЗАО,87.8,55.1,6.0,15.0,2022.0,1.0,1.0,3.0,3.0
25868927.0,5.0,ЗАО,92.0,,6.0,25.0,2021.0,1.0,0.0,2.63,3.0
24500000.0,7.0,СВАО,85.6,51.6,7.0,22.0,2021.0,1.0,0.0,,3.0
38801000.0,9.0,СВАО,114.4,,2.0,27.0,2022.0,1.0,0.0,,3.0
53361734.0,5.0,ЗАО,85.06,,10.0,57.0,2024.0,1.0,0.0,2.9,3.0
62749314.0,22.0,ЮАО,106.82,53.8,8.0,29.0,2023.0,1.0,0.0,3.0,3.0
44000000.0,8.0,,74.0,,19.0,41.0,2022.0,1.0,0.0,,3.0
45812800.0,19.0,СВАО,109.6,82.2,4.0,32.0,2023.0,1.0,0.0,3.0,3.0
96710000.0,8.0,ЗАО,129.8,38.7,13.0,14.0,2023.0,1.0,0.0,3.0,3.0
68334564.0,13.0,ЮЗАО,174.8,70.0,26.0,32.0,2021.0,1.0,0.0,3.1,3.0
61276548.0,5.0,ЗАО,111.28,,48.0,57.0,2024.0,1.0,0.0,2.9,3.0
94980000.0,3.0,СЗАО,137.6,,6.0,21.0,2023.0,1.0,0.0,,3.0
169247000.0,14.0,ЦАО,122.2,,7.0,8.0,2023.0,1.0,0.0,3.2,3.0
70000000.0,19.0,СЗАО,96.2,62.0,5.0,10.0,2023.0,1.0,0.0,,3.0
27738753.0,30.0,ЗАО,73.5,37.3,23.0,33.0,2023.0,1.0,0.0,2.62,3.0
26566750.0,12.0,ЗАО,89.3,38.0,2.0,21.0,2023.0,1.0,0.0,2.7,3.0
25679385.0,10.0,ЗАО,90.4,,25.0,25.0,2022.0,1.0,0.0,2.7,3.0
22123140.0,5.0,ЗАО,75.3,,9.0,25.0,2021.0,1.0,0.0,2.63,3.0
51983138.0,24.0,ЮАО,93.2,45.2,16.0,16.0,2023.0,1.0,0.0,3.15,3.0
55802800.0,,ЦАО,117.64,61.4,32.0,35.0,2023.0,1.0,0.0,3.1,3.0
54074186.0,11.0,СВАО,103.2,,11.0,19.0,2022.0,1.0,0.0,3.25,3.0
55631270.0,27.0,,109.9,80.0,6.0,15.0,2023.0,1.0,0.0,3.15,3.0
34783321.0,6.0,ЗАО,62.6,31.3,15.0,28.0,2022.0,1.0,0.0,3.12,3.0
64670000.0,15.0,ЗАО,91.6,39.1,8.0,14.0,2023.0,1.0,0.0,3.0,3.0
40480000.0,9.0,ЦАО,50.6,35.0,3.0,4.0,2024.0,1.0,1.0,,3.0
52147800.0,5.0,ЗАО,89.91,,22.0,57.0,2024.0,1.0,0.0,2.9,3.0
49190080.0,19.0,ЮВАО,85.6,29.2,13.0,13.0,2023.0,1.0,0.0,3.0,3.0
61168111.0,25.0,ЮАО,102.83,52.0,6.0,9.0,2023.0,1.0,0.0,3.0,3.0
42000000.0,8.0,ЮЗАО,107.8,68.0,31.0,34.0,2023.0,1.0,0.0,,3.0
67982727.0,13.0,ЮЗАО,173.9,69.6,24.0,32.0,2021.0,1.0,0.0,3.1,3.0
58273567.0,11.0,СВАО,107.4,,13.0,19.0,2022.0,1.0,0.0,3.25,3.0
37691396.0,23.0,,85.1,41.6,6.0,11.0,2024.0,1.0,0.0,3.1,3.0
40096000.0,9.0,СВАО,110.6,,21.0,27.0,2022.0,1.0,0.0,,3.0
66000000.0,17.0,ЗАО,64.9,16.0,11.0,34.0,2023.0,0.0,1.0,,3.0
32895000.0,19.0,СВАО,77.4,58.1,2.0,32.0,2023.0,1.0,0.0,3.0,3.0
31686840.0,9.0,ЗАО,89.9,55.5,7.0,30.0,2023.0,1.0,0.0,3.3,3.0
361519400.0,14.0,ЦАО,222.2,,8.0,8.0,2023.0,1.0,0.0,3.2,3.0
42013200.0,16.0,СЗАО,94.2,28.8,4.0,6.0,2023.0,1.0,1.0,3.24,3.0
56026000.0,11.0,СЗАО,102.8,51.5,14.0,21.0,2023.0,1.0,0.0,3.1,3.0
44234611.0,6.0,ЮАО,83.2,38.6,8.0,15.0,2023.0,1.0,0.0,3.15,3.0
135790000.0,8.0,ЗАО,172.9,81.4,14.0,14.0,2023.0,1.0,0.0,3.0,3.0
35399500.0,,СЗАО,85.3,41.1,39.0,47.0,2023.0,1.0,0.0,03.05,3.0
26391850.0,30.0,ЗАО,73.4,37.5,33.0,34.0,2023.0,1.0,0.0,2.62,3.0
18652971.0,9.0,ВАО,61.13,46.8,11.0,25.0,2024.0,1.0,1.0,2.8,3.0
49263500.0,8.0,ЗАО,75.79,,6.0,11.0,2024.0,1.0,0.0,3.0,3.0
172158805.0,1.0,ЦАО,186.0,118.3,72.0,85.0,2015.0,1.0,1.0,,3.0
133770000.0,28.0,ЗАО,171.3,56.6,14.0,14.0,2021.0,1.0,0.0,3.0,3.0
49798312.0,2.0,ЮЗАО,96.4,,21.0,25.0,2024.0,1.0,0.0,3.65,3.0
40080000.0,9.0,СВАО,119.1,,20.0,27.0,2022.0,1.0,0.0,,3.0
46971708.0,10.0,СЗАО,99.9,60.5,26.0,26.0,2022.0,1.0,0.0,03.02,3.0
31079570.0,6.0,САО,103.2,,2.0,33.0,2024.0,1.0,1.0,2.7,3.0
51076223.0,24.0,ЮАО,101.47,54.2,5.0,12.0,2023.0,1.0,0.0,3.0,3.0
43340026.0,4.0,ЦАО,67.9,40.5,12.0,22.0,2022.0,1.0,0.0,3.25,3.0
42477783.0,23.0,ЮАО,98.8,47.6,2.0,11.0,2024.0,1.0,0.0,3.1,3.0
35673165.0,9.0,СВАО,129.3,,8.0,27.0,2022.0,1.0,0.0,,3.0
47708400.0,10.0,СВАО,95.8,71.9,11.0,34.0,2022.0,1.0,0.0,3.1,3.0
43730000.0,14.0,ЗАО,111.4,,25.0,27.0,2022.0,1.0,0.0,,3.0
46897080.0,24.0,ЮАО,95.4,50.8,25.0,28.0,2024.0,1.0,0.0,3.1,3.0
108153660.0,12.0,ЗАО,117.4,52.5,8.0,12.0,2023.0,1.0,0.0,3.65,3.0
33454080.0,13.0,ЮЗАО,88.0,50.6,1.0,32.0,2021.0,1.0,0.0,3.1,3.0
62694000.0,13.0,ЮЗАО,116.1,50.7,32.0,32.0,2021.0,1.0,0.0,3.1,3.0
47692700.0,5.0,ЮЗАО,95.5,,22.0,34.0,2023.0,1.0,0.0,3.0,3.0
65966145.0,25.0,ЮАО,114.98,62.1,7.0,16.0,2023.0,1.0,0.0,3.0,3.0
155724450.0,14.0,ЦАО,131.7,89.9,4.0,9.0,2021.0,1.0,0.0,3.6,3.0
23465759.0,6.0,ЗАО,83.0,,15.0,25.0,2021.0,1.0,0.0,2.63,3.0
32352998.0,5.0,СЗАО,85.1,39.3,3.0,20.0,2023.0,1.0,0.0,2.85,3.0
37403070.0,23.0,ЮАО,82.9,45.0,7.0,16.0,2022.0,1.0,0.0,3.15,3.0
128600000.0,10.0,ЦАО,128.6,,7.0,8.0,2019.0,1.0,0.0,3.3,3.0
59921196.0,11.0,СВАО,107.6,,15.0,19.0,2022.0,1.0,0.0,3.25,3.0
28800000.0,15.0,СЗАО,64.0,38.2,17.0,44.0,2023.0,1.0,0.0,3.0,3.0
51076299.0,27.0,ЮАО,107.9,62.6,11.0,15.0,2023.0,1.0,0.0,3.15,3.0
29775154.0,2.0,,80.79,61.4,10.0,20.0,2024.0,1.0,0.0,,3.0
195587632.0,12.0,ЦАО,157.6,59.6,14.0,17.0,2022.0,1.0,0.0,4.5,3.0
55000000.0,17.0,ЗАО,65.0,60.0,13.0,39.0,,0.0,1.0,3.0,3.0
75670000.0,27.0,ЗАО,115.7,50.5,10.0,13.0,2023.0,1.0,0.0,3.13,3.0
45000000.0,17.0,ЮВАО,95.0,,7.0,22.0,2023.0,1.0,0.0,,3.0
43161758.0,9.0,ЗАО,87.9,51.0,3.0,15.0,2022.0,1.0,0.0,3.12,3.0
47200000.0,14.0,ЗАО,95.0,50.0,8.0,16.0,2018.0,0.0,1.0,3.0,3.0
24773733.0,30.0,ЗАО,72.6,36.1,26.0,33.0,2024.0,1.0,0.0,2.62,3.0
42190811.0,19.0,ЮАО,94.8,,2.0,6.0,2023.0,1.0,0.0,3.15,3.0
48276199.0,4.0,,101.1,,2.0,6.0,2023.0,1.0,0.0,3.15,3.0
35359547.0,10.0,ЗАО,61.4,29.1,11.0,28.0,2022.0,1.0,0.0,3.12,3.0
58274886.0,25.0,ЮАО,98.23,53.3,16.0,16.0,2023.0,1.0,0.0,3.0,3.0
50864200.0,,ЦАО,113.89,59.3,12.0,35.0,2023.0,1.0,0.0,3.1,3.0
31000000.0,5.0,СЗАО,59.4,35.7,14.0,43.0,2023.0,1.0,0.0,,3.0
21835201.0,27.0,ЮАО,74.9,33.6,3.0,23.0,2023.0,1.0,0.0,2.62,3.0
63551039.0,12.0,САО,82.1,,32.0,41.0,2023.0,1.0,0.0,3.1,3.0
53777997.0,4.0,ЦАО,84.1,53.3,11.0,22.0,2022.0,1.0,0.0,3.25,3.0
23711231.0,20.0,ЗАО,86.0,,9.0,25.0,2022.0,1.0,0.0,2.7,3.0
39223840.0,19.0,ЮВАО,78.2,26.7,3.0,13.0,2023.0,1.0,0.0,3.0,3.0
27697945.0,2.0,ВАО,67.44,37.7,6.0,20.0,2024.0,1.0,0.0,,3.0
43341568.0,6.0,ЗАО,81.4,36.6,3.0,28.0,2022.0,1.0,0.0,3.12,3.0
43065000.0,16.0,СЗАО,82.5,27.5,6.0,6.0,2023.0,1.0,1.0,3.24,3.0
16990000.0,4.0,ЮВАО,82.95,42.4,16.0,26.0,2025.0,1.0,0.0,,3.0
25375391.0,10.0,ЗАО,92.1,,6.0,25.0,2021.0,1.0,0.0,2.63,3.0
26551533.0,20.0,СВАО,76.0,,10.0,22.0,2021.0,1.0,0.0,2.79,3.0
85000001.0,17.0,ЗАО,83.6,,27.0,34.0,2024.0,1.0,1.0,,3.0
131950000.0,5.0,СЗАО,128.1,41.3,2.0,3.0,2023.0,1.0,1.0,3.1,3.0
48728325.0,16.0,СЗАО,91.5,53.6,15.0,23.0,2023.0,1.0,0.0,3.15,3.0
48424200.0,8.0,ЮЗАО,87.0,,19.0,25.0,2024.0,1.0,0.0,3.17,3.0
47337000.0,10.0,СВАО,93.0,69.8,11.0,34.0,2022.0,1.0,0.0,3.1,3.0
48553400.0,19.0,СВАО,110.6,83.0,9.0,32.0,2023.0,1.0,0.0,3.0,3.0
29000000.0,19.0,ЮАО,82.0,45.0,11.0,25.0,2023.0,1.0,0.0,,3.0
54606240.0,7.0,ЮАО,93.6,43.8,21.0,22.0,2023.0,1.0,0.0,3.15,3.0
77000000.0,12.0,ЗАО,97.4,51.0,2.0,12.0,2023.0,1.0,0.0,,3.0
47000000.0,18.0,СЗАО,72.2,,19.0,44.0,2023.0,1.0,0.0,,3.0
65500000.0,6.0,ЗАО,105.0,70.0,14.0,23.0,,0.0,0.0,3.1,3.0
43028880.0,2.0,САО,81.6,51.4,20.0,21.0,2023.0,1.0,1.0,3.15,3.0
40813500.0,19.0,СВАО,89.7,67.3,11.0,32.0,2023.0,1.0,0.0,3.0,3.0
46968827.0,10.0,ЗАО,80.5,33.3,12.0,28.0,2022.0,1.0,0.0,3.12,3.0
34088748.0,6.0,САО,99.4,,6.0,33.0,2024.0,1.0,1.0,2.7,3.0
129630000.0,28.0,ЗАО,167.5,72.7,14.0,14.0,2021.0,1.0,0.0,3.0,3.0
58630000.0,27.0,ЗАО,95.8,38.9,12.0,13.0,2023.0,1.0,0.0,3.13,3.0
46545000.0,19.0,СВАО,107.0,80.3,2.0,32.0,2023.0,1.0,0.0,3.0,3.0
17676549.0,6.0,САО,77.8,42.3,8.0,15.0,2023.0,1.0,0.0,2.84,3.0
21322910.0,16.0,САО,83.8,46.3,14.0,14.0,2023.0,1.0,0.0,2.84,3.0
40900000.0,5.0,СЗАО,81.0,48.5,23.0,25.0,2023.0,1.0,0.0,,3.0
40601100.0,12.0,СВАО,96.9,72.7,8.0,37.0,2024.0,1.0,0.0,3.0,3.0
28965519.0,5.0,ЮЗАО,62.7,,18.0,25.0,2024.0,1.0,0.0,3.17,3.0
26323740.0,14.0,ЗАО,81.7,33.8,26.0,33.0,2023.0,1.0,0.0,2.7,3.0
17699000.0,5.0,СЗАО,77.6,,19.0,20.0,2024.0,1.0,0.0,2.68,3.0
19383067.0,21.0,СЗАО,85.4,39.1,6.0,24.0,2022.0,1.0,0.0,2.82,3.0
46000000.0,7.0,СВАО,103.0,52.1,8.0,19.0,2022.0,1.0,0.0,,3.0
37145181.0,9.0,ЗАО,103.16,57.9,25.0,30.0,2023.0,1.0,0.0,3.3,3.0
58024630.0,7.0,СЗАО,91.3,49.2,14.0,15.0,2023.0,1.0,0.0,3.23,3.0
30590812.0,27.0,ЮАО,87.7,42.6,2.0,33.0,2023.0,1.0,0.0,2.68,3.0
72090000.0,28.0,ЗАО,102.1,42.3,12.0,13.0,2023.0,1.0,0.0,3.58,3.0
19427045.0,16.0,САО,83.9,46.3,11.0,13.0,2023.0,1.0,0.0,2.84,3.0
23352671.0,10.0,ЗАО,82.6,,15.0,25.0,2021.0,1.0,0.0,2.63,3.0
77500000.0,12.0,ЗАО,97.7,36.0,2.0,12.0,2023.0,1.0,0.0,,3.0
133180000.0,5.0,СЗАО,129.3,42.5,2.0,3.0,2023.0,1.0,1.0,3.1,3.0
41606500.0,6.0,САО,96.2,,14.0,25.0,2022.0,1.0,0.0,2.85,3.0
53677375.0,5.0,ЗАО,92.15,,29.0,57.0,2024.0,1.0,0.0,2.9,3.0
43906720.0,10.0,САО,104.0,,33.0,43.0,2023.0,1.0,0.0,4.2,3.0
54520000.0,27.0,ЗАО,95.8,41.4,9.0,13.0,2023.0,1.0,0.0,3.13,3.0
44424100.0,10.0,ЗАО,87.4,32.9,12.0,28.0,2022.0,1.0,0.0,3.12,3.0
33269000.0,9.0,СВАО,90.6,,2.0,27.0,2022.0,1.0,0.0,,3.0
25856000.0,20.0,СВАО,80.8,,10.0,22.0,2021.0,1.0,0.0,2.79,3.0
39509400.0,16.0,СЗАО,81.8,27.5,4.0,6.0,2023.0,1.0,1.0,3.24,3.0
146361132.0,14.0,ЦАО,128.2,104.0,67.0,67.0,2023.0,1.0,0.0,03.05,3.0
22465177.0,10.0,ЮВАО,74.5,33.7,21.0,33.0,2023.0,1.0,0.0,2.67,3.0
45412576.0,24.0,ЮАО,95.4,50.8,23.0,28.0,2024.0,1.0,0.0,3.1,3.0
45370600.0,12.0,СВАО,90.2,67.7,8.0,37.0,2024.0,1.0,0.0,3.0,3.0
46270858.0,19.0,ЮАО,94.3,,4.0,6.0,2023.0,1.0,0.0,3.15,3.0
104554824.0,20.0,ЮАО,144.31,83.9,46.0,46.0,2023.0,1.0,0.0,4.18,3.0
44096000.0,19.0,СВАО,106.0,79.5,3.0,32.0,2023.0,1.0,0.0,3.0,3.0
41847000.0,16.0,СЗАО,87.0,39.0,6.0,6.0,2023.0,1.0,1.0,3.24,3.0
63790000.0,8.0,ЗАО,96.2,42.0,13.0,14.0,2023.0,1.0,0.0,3.0,3.0
50908916.0,7.0,ЮАО,85.3,44.7,24.0,40.0,2023.0,1.0,0.0,3.15,3.0
30000000.0,18.0,ЗАО,66.9,29.9,5.0,14.0,2024.0,1.0,0.0,,3.0
63325606.0,25.0,ЮАО,108.28,52.5,10.0,12.0,2023.0,1.0,0.0,3.0,3.0
29232000.0,17.0,СЗАО,69.6,,4.0,5.0,2023.0,1.0,1.0,,3.0
53119241.0,4.0,ЮАО,93.0,,6.0,6.0,2023.0,1.0,0.0,3.15,3.0
21422419.0,10.0,ЗАО,79.3,,2.0,25.0,2021.0,1.0,0.0,2.63,3.0
40584440.0,25.0,ЮАО,86.1,48.8,5.0,16.0,2023.0,1.0,0.0,3.15,3.0
48549600.0,13.0,ЮЗАО,122.6,36.2,5.0,32.0,2021.0,1.0,0.0,3.1,3.0
410936842.0,6.0,ЦАО,200.2,,5.0,5.0,2019.0,1.0,0.0,3.6,3.0
31697000.0,9.0,СВАО,87.0,,23.0,27.0,2022.0,1.0,0.0,,3.0
44871473.0,8.0,ЮЗАО,71.4,,22.0,25.0,2024.0,1.0,0.0,3.17,3.0
24192312.0,27.0,ЮАО,84.5,40.4,33.0,33.0,2023.0,1.0,0.0,2.62,3.0
47884780.0,24.0,ЮАО,94.2,45.4,16.0,16.0,2023.0,1.0,0.0,3.15,3.0
106491170.0,12.0,,127.9,61.8,2.0,12.0,2023.0,1.0,0.0,3.65,3.0
175059786.0,12.0,ЦАО,134.3,60.3,15.0,17.0,2022.0,1.0,0.0,4.5,3.0
34700000.0,16.0,ЮАО,78.8,33.2,22.0,26.0,2024.0,1.0,0.0,3.0,3.0
55610000.0,27.0,ЗАО,97.9,38.4,9.0,14.0,2023.0,1.0,0.0,3.0,3.0
91096000.0,5.0,ЗАО,113.87,,57.0,57.0,2024.0,1.0,0.0,2.9,3.0
44900000.0,2.0,ЦАО,66.2,,11.0,21.0,2023.0,1.0,1.0,3.15,3.0
24500000.0,8.0,ЗАО,64.6,23.3,10.0,24.0,2024.0,1.0,0.0,,3.0
32251208.0,26.0,ЮАО,90.4,59.0,3.0,10.0,2024.0,1.0,0.0,2.97,3.0
46551206.0,7.0,ЮАО,93.9,43.8,14.0,22.0,2023.0,1.0,0.0,3.15,3.0
37355500.0,19.0,СВАО,82.1,61.6,12.0,32.0,2023.0,1.0,0.0,3.0,3.0
41186555.0,17.0,ЮАО,81.37,40.6,13.0,18.0,2023.0,1.0,0.0,03.02,3.0
246620603.0,11.0,ЦАО,231.9,,4.0,7.0,2022.0,1.0,1.0,3.4,3.0
35100000.0,12.0,ЮЗАО,101.4,52.6,2.0,46.0,2024.0,1.0,0.0,3.15,3.0
54407937.0,24.0,ЮАО,127.99,59.2,1.0,12.0,2023.0,1.0,0.0,3.0,3.0
58055217.0,25.0,ЮАО,102.35,51.8,2.0,9.0,2023.0,1.0,0.0,3.0,3.0
42633654.0,5.0,ЮЗАО,81.2,,24.0,25.0,2024.0,1.0,0.0,3.17,3.0
49656907.0,4.0,СВАО,123.4,,11.0,15.0,2021.0,1.0,1.0,,3.0
40000000.0,5.0,СЗАО,67.8,31.8,3.0,13.0,2023.0,1.0,0.0,,3.0
209038500.0,,ЦАО,135.3,,2.0,4.0,2021.0,1.0,0.0,,3.0
41120100.0,13.0,ЮЗАО,85.4,55.9,32.0,32.0,2021.0,1.0,0.0,3.1,3.0
48060207.0,5.0,ЮАО,110.5,,3.0,24.0,2023.0,1.0,0.0,3.15,3.0
43900653.0,6.0,ЮАО,75.3,53.2,15.0,15.0,2023.0,1.0,0.0,3.15,3.0
35744481.0,7.0,САО,80.3,53.4,6.0,8.0,2023.0,1.0,0.0,3.25,3.0
67149075.0,13.0,ЮЗАО,172.5,69.2,23.0,32.0,2021.0,1.0,0.0,3.1,3.0
49500000.0,3.0,СВАО,80.0,,50.0,55.0,2024.0,1.0,0.0,,3.0
32200000.0,19.0,ЗАО,79.7,45.9,17.0,54.0,2024.0,1.0,0.0,3.15,3.0
43900000.0,11.0,СВАО,102.7,52.1,9.0,12.0,2022.0,1.0,0.0,3.25,3.0
270000000.0,5.0,СЗАО,195.6,,3.0,3.0,2019.0,1.0,1.0,,3.0
103326600.0,3.0,ЦАО,101.9,,61.0,66.0,2020.0,1.0,1.0,3.9,3.0
39414200.0,4.0,ВАО,101.9,,1.0,29.0,2023.0,1.0,0.0,3.0,3.0
16449514.0,12.0,ЮЗАО,81.2,34.5,2.0,9.0,2023.0,1.0,0.0,2.68,3.0
36363081.0,9.0,СВАО,132.0,,2.0,27.0,2022.0,1.0,0.0,,3.0
72129200.0,17.0,СЗАО,88.0,53.2,38.0,43.0,2023.0,1.0,0.0,3.15,3.0
48446580.0,19.0,ЮВАО,84.6,42.4,13.0,14.0,2023.0,1.0,0.0,3.0,3.0
27000000.0,9.0,СЗАО,65.4,46.0,22.0,32.0,2024.0,1.0,0.0,3.0,3.0
48186080.0,19.0,ЮВАО,90.4,33.2,12.0,13.0,2023.0,1.0,0.0,3.0,3.0
37950000.0,14.0,ЮАО,83.0,40.0,7.0,16.0,2023.0,1.0,0.0,,3.0
29208651.0,5.0,СЗАО,82.48,40.7,28.0,52.0,2024.0,1.0,0.0,2.85,3.0
143849475.0,14.0,ЦАО,126.7,102.7,67.0,67.0,2023.0,1.0,0.0,03.05,3.0
43073190.0,18.0,ЗАО,96.1,33.2,18.0,36.0,2024.0,1.0,0.0,3.2,3.0
239590000.0,5.0,СЗАО,223.2,67.4,2.0,3.0,2023.0,1.0,1.0,3.1,3.0
105000000.0,14.0,ЦАО,96.4,76.9,36.0,67.0,2023.0,1.0,0.0,03.05,3.0
46125000.0,17.0,СЗАО,102.5,,2.0,5.0,2023.0,1.0,1.0,,3.0
55413954.0,13.0,ЮЗАО,127.9,75.2,4.0,32.0,2021.0,1.0,0.0,3.1,3.0
647924211.0,6.0,ЦАО,343.6,,5.0,5.0,2019.0,1.0,0.0,3.6,3.0
29300000.0,14.0,СЗАО,65.3,,23.0,44.0,2024.0,1.0,0.0,2.64,3.0
51734400.0,17.0,СЗАО,80.0,42.6,6.0,43.0,2023.0,1.0,0.0,3.15,3.0
18799000.0,5.0,ЗАО,55.0,30.0,7.0,21.0,2023.0,1.0,0.0,,3.0
49881989.0,4.0,ЦАО,83.9,53.3,3.0,22.0,2022.0,1.0,0.0,3.25,3.0
289120000.0,11.0,ЗАО,222.4,,3.0,6.0,2019.0,1.0,0.0,,3.0
67186665.0,17.0,СЗАО,81.9,45.9,12.0,43.0,2023.0,1.0,0.0,3.15,3.0
41000000.0,18.0,СЗАО,82.3,,19.0,30.0,2023.0,1.0,0.0,,3.0
25313093.0,8.0,САО,57.5,35.3,12.0,35.0,2023.0,1.0,0.0,3.1,3.0
29533860.0,11.0,ВАО,84.6,42.4,19.0,33.0,2023.0,1.0,0.0,2.6,3.0
36565705.0,13.0,САО,73.3,44.8,6.0,27.0,2022.0,1.0,0.0,3.0,3.0
36955135.0,16.0,СЗАО,66.7,43.5,12.0,23.0,2023.0,1.0,0.0,3.15,3.0
30179923.0,9.0,ЗАО,81.6,38.4,9.0,21.0,2023.0,1.0,0.0,2.74,3.0
53428603.0,25.0,ЮАО,101.7,52.5,13.0,14.0,2023.0,1.0,0.0,3.15,3.0
38593441.0,10.0,САО,86.0,,43.0,43.0,2023.0,1.0,0.0,4.2,3.0
136120000.0,8.0,ЗАО,177.9,80.9,14.0,14.0,2023.0,1.0,0.0,3.0,3.0
137357394.0,1.0,ЦАО,159.7,110.3,56.0,85.0,2015.0,1.0,1.0,,3.0
25490000.0,12.0,СВАО,89.3,50.0,17.0,25.0,2024.0,1.0,0.0,2.66,3.0
68650000.0,12.0,ЗАО,137.3,84.5,21.0,21.0,2020.0,1.0,1.0,3.3,3.0
22300000.0,5.0,СВАО,88.0,47.5,21.0,21.0,2021.0,1.0,1.0,,3.0
35355960.0,10.0,ЗАО,62.2,29.1,5.0,28.0,2022.0,1.0,0.0,3.12,3.0
18388406.0,10.0,ЗАО,63.7,,13.0,25.0,2021.0,1.0,0.0,2.63,3.0
